country,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Denmark,1000000,1010000,1010000,1020000,1030000,1040000,1040000,1050000,1060000,1070000,1070000,1080000,1090000,1100000,1110000,1110000,1120000,1130000,1140000,1150000,1160000,1170000,1180000,1190000,1200000,1210000,1220000,1240000,1250000,1260000,1270000,1280000,1290000,1300000,1310000,1310000,1320000,1330000,1340000,1350000,1360000,1370000,1380000,1400000,1410000,1430000,1440000,1460000,1470000,1490000,1500000,1520000,1540000,1560000,1580000,1590000,1610000,1630000,1660000,1680000,1690000,1710000,1730000,1750000,1770000,1790000,1810000,1830000,1850000,1870000,1890000,1910000,1930000,1950000,1960000,1980000,2000000,2020000,2040000,2060000,2080000,2100000,2120000,2140000,2170000,2190000,2210000,2230000,2250000,2270000,2300000,2320000,2350000,2370000,2400000,2430000,2450000,2480000,2510000,2540000,2570000,2600000,2630000,2660000,2690000,2720000,2750000,2790000,2820000,2850000,2890000,2920000,2960000,2990000,3030000,3060000,3100000,3130000,3170000,3210000,3240000,3270000,3310000,3330000,3360000,3390000,3420000,3450000,3490000,3520000,3550000,3580000,3600000,3630000,3660000,3690000,3720000,3750000,3780000,3810000,3850000,3880000,3920000,3970000,4010000,4050000,4100000,4140000,4190000,4230000,4270000,4310000,4350000,4380000,4410000,4440000,4470000,4500000,4520000,4550000,4580000,4610000,4650000,4690000,4720000,4760000,4800000,4830000,4870000,4900000,4930000,4960000,4990000,5020000,5040000,5060000,5080000,5100000,5110000,5120000,5120000,5130000,5120000,5120000,5120000,5110000,5110000,5120000,5120000,5130000,5140000,5150000,5170000,5190000,5210000,5230000,5250000,5280000,5300000,5320000,5340000,5360000,5370000,5390000,5400000,5420000,5440000,5470000,5500000,5530000,5550000,5580000,5610000,5640000,5660000,5690000,5710000,5730000,5750000,5770000,5790000,5810000,5830000,5860000,5880000,5900000,5920000,5940000,5960000,5980000,6000000,6020000,6040000,6050000,6070000,6080000,6100000,6110000,6120000,6140000,6150000,6160000,6170000,6180000,6190000,6200000,6210000,6220000,6230000,6240000,6250000,6260000,6270000,6280000,6290000,6300000,6310000,6320000,6330000,6340000,6350000,6370000,6380000,6390000,6410000,6420000,6430000,6450000,6460000,6480000,6490000,6500000,6520000,6530000,6550000,6560000,6580000,6590000,6600000,6620000,6630000,6640000,6650000,6670000,6680000,6690000,6700000,6710000,6720000,6740000,6750000,6760000,6770000,6780000,6790000,6810000,6820000,6830000,6850000,6860000,6870000
Germany,18000000,18300000,18600000,18900000,19200000,19500000,19800000,20200000,20500000,20800000,21200000,21500000,21900000,22200000,22600000,23000000,23300000,23700000,24100000,24500000,24800000,25200000,25500000,25800000,26100000,26400000,26700000,27100000,27400000,27700000,28000000,28300000,28600000,28900000,29200000,29500000,29900000,30200000,30500000,30800000,31100000,31400000,31600000,31900000,32200000,32400000,32700000,32900000,33200000,33500000,33700000,34000000,34200000,34500000,34700000,34900000,35200000,35400000,35700000,35900000,36200000,36500000,36800000,37100000,37400000,37800000,38100000,38400000,38800000,39100000,39500000,39900000,40300000,40700000,41200000,41600000,42000000,42500000,42900000,43400000,43800000,44300000,44700000,45100000,45500000,45900000,46400000,46800000,47200000,47700000,48300000,48800000,49500000,50100000,50800000,51500000,52200000,52900000,53700000,54400000,55200000,56000000,56800000,57600000,58500000,59400000,60300000,61200000,62100000,62800000,63200000,63500000,63500000,63400000,63200000,63000000,62800000,62600000,62400000,62300000,62400000,62600000,62800000,63300000,63700000,64100000,64500000,65000000,65400000,65900000,66300000,66800000,67200000,67700000,68200000,68700000,69100000,69600000,70100000,70500000,70700000,70800000,70800000,70700000,70500000,70400000,70200000,70100000,69900000,69900000,70000000,70300000,70600000,70900000,71200000,71500000,71900000,72200000,72500000,73000000,73400000,73900000,74500000,75100000,75700000,76300000,76800000,77400000,77800000,78300000,78600000,78800000,78900000,78900000,78900000,78900000,78800000,78700000,78600000,78400000,78300000,78100000,77900000,77800000,77700000,77700000,77800000,78000000,78300000,78700000,79100000,79500000,80000000,80400000,80800000,81100000,81300000,81400000,81400000,81400000,81400000,81500000,81500000,81600000,81600000,81600000,81500000,81300000,81100000,80900000,80800000,80900000,81000000,81200000,81500000,81800000,82200000,82700000,83100000,83500000,83800000,83900000,83900000,83800000,83600000,83500000,83400000,83300000,83300000,83200000,83100000,83000000,83000000,82900000,82800000,82700000,82500000,82400000,82300000,82100000,82000000,81800000,81700000,81500000,81300000,81100000,81000000,80700000,80500000,80300000,80100000,79900000,79700000,79400000,79200000,79000000,78800000,78600000,78400000,78200000,78000000,77800000,77600000,77400000,77300000,77100000,77000000,76800000,76700000,76600000,76500000,76400000,76200000,76100000,76000000,75900000,75800000,75700000,75600000,75500000,75400000,75300000,75200000,75100000,75100000,75000000,74900000,74900000,74800000,74800000,74800000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000,74700000
