country,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.097,0.112,0.147,0.158,0.118,0.212,0.183,0.227,0.205,0.217,0.231,0.291,0.285,0.402,0.406,0.297,0.374,0.32,0.458,0.391,0.431,0.366,0.567,0.519,0.501,0.587,0.506,0.606,0.623,0.592,0.592,0.633,0.736,0.771,0.754,0.709,0.793,0.894,0.938,0.996,1.13,1.12,1.16,1.1,1.12,1.25,1.32,1.25,1.33,1.35,1.26,1.42,1.45,1.76,1.87,1.92,2.07,2.01,2.07,2.1,2.16,2.3,2.21,2.38,2.1,2.57,2.81,2.55,2.68,3.14,3.19,3.23,3.42,3.3,2.37,2.74,2.57,2.22,2.08,2.92,3.16,3.67,3.16,3.06,3.86,3.61,4.31,3.9,4.01,3.73,3.68,4,4.14,4.25,4.35,3.88,4.28,3.86,4.49,4.2,5.21,5.06,3.47,4.31,5.19,4.08,4,5.16,5.09,5.27,5.29,5.8,6.1,5.91,5.54,5.93,5.73,6.5,6.88,7.94,8.69,9.14,9.31,10.5,10.2,11,12.1,12.6,11.5,12,11.8,10.9,11,11.8,12.1,12,12.3,11.8,10.1,10.5,9.8,9.94,11.7,11.5,11.4,10.8,9.51,9.77,11.7,10.5,11,11.7,10.9,13.7,11.7,11.2,10.4,9.61,9.88,9.69,10.4,9.37,8.69,10.1,9.19,8.54,8.05,8.4,7.28,6.49,6.83,5.91
Germany,0.0442,0.0293,0.0298,0.0283,0.0525,0.0534,0.0473,0.133,0.0438,0.0447,0.0462,0.0431,0.0417,0.0401,0.0391,0.0449,0.102,0.143,0.147,0.134,0.136,0.14,0.142,0.156,0.124,0.164,0.157,0.168,0.166,0.131,0.171,0.162,0.12,0.151,0.151,0.167,0.174,0.197,0.218,0.228,0.295,0.305,0.344,0.323,0.339,0.389,0.404,0.42,0.387,0.407,0.449,0.497,0.561,0.603,0.703,0.82,0.88,0.931,1,0.942,1.01,1.13,1.24,1.33,1.51,1.68,1.65,1.8,1.92,1.99,1.94,2.14,2.29,2.42,1.74,2.44,2.46,2.39,2.44,2.56,2.84,3.04,3.22,3.4,3.46,3.51,3.52,3.64,3.95,4.17,4.32,4.53,4.35,4.41,4.52,4.63,4.91,5.17,5.32,5.58,5.93,5.82,5.62,5.97,6.09,6.44,6.01,7.24,7.2,7.1,7.05,7.23,7.86,8.45,7.89,7.36,7.98,8.38,8.07,6.22,6.89,7.57,7.25,5.25,7.1,7.15,6.41,7.41,7.73,8.19,6.97,5.78,5.17,5.39,6,6.59,7.23,8.1,8.58,9.21,9.26,9.34,9.44,9.62,8.52,0.0256,0.0184,4.54,5.41,6.19,7.31,8.21,8.66,8.8,9.27,10.1,10.7,10.8,10.4,10.4,11.1,11.3,11.9,12.6,12.8,12.6,12.4,12.1,12.7,13.5,13.1,13.2,13.2,13.8,13.5,12.7,13.9,13.4,13.8,14.3,14.1,13.5,13.1,13.1,13.3,13.5,13.5,13.3,13.2,12.9,12.8,11.7,11.2,10.9,10.7,10.6,10.9,10.6,10.5,10.1,10.2,10.5,10.2,10.1,10,9.77,10,9.6,9.63,8.93,9.39,9.06,9.14,9.33,8.84
