country,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
Denmark,37.2,37.2,37.2,37.2,37.2,37.2,37.2,37.2,37.2,37.2,37.2,37.2,37.2,37.2,37.2,37.2,37.2,37.2,37.2,37.1,37.1,37.1,37,37,37,36.9,36.9,36.8,36.7,36.7,36.6,36.6,36.5,36.4,36.4,36.3,36.3,36.2,36.1,36.1,36,36,35.9,35.8,35.8,35.7,35.6,35.6,35.5,35.4,35.4,35.3,35.2,35.1,35,35,34.9,34.8,34.7,34.6,34.5,34.4,34.3,34.2,34.1,34,33.9,33.8,33.6,33.4,33.3,33.1,32.8,32.6,32.4,32.1,31.8,31.5,31.2,30.9,30.6,30.3,30,29.7,29.4,29.1,28.8,28.6,28.4,28.2,28.1,27.9,27.8,27.7,27.7,27.7,27.6,27.7,27.7,27.8,27.8,27.8,27.9,27.9,28,28,28.1,28.1,28.2,28.2,28.3,28.3,28.4,28.5,28.5,28.6,28.7,28.8,28.8,28.9,29,29.1,29.2,29.2,29.3,29.3,29.3,29.3,29.3,29.2,29.1,29,28.9,28.7,28.6,28.4,28.1,27.9,27.6,27.4,27.1,26.9,26.6,26.4,26.1,25.9,25.6,25.4,25.2,24.9,24.7,24.5,24.3,24.1,23.9,23.8,23.6,23.4,23.3,23.1,22.9,22.7,22.4,22.2,21.9,21.6,21.4,21.1,20.8,20.6,20.8,21.2,21.8,22.6,23.4,24.2,25.1,25.9,26.7,27.2,27.5,27.5,27.2,26.8,26.4,26,25.6,25.1,24.5,24,23.7,23.5,23.4,23.6,23.7,23.9,24,24.1,24.2,24.4,24.6,24.9,25.1,25.2,25.4,25.6,25.5,25.8,26.2,26.5,26.8,27.5,27.8,28,28.2,28.3,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2
Germany,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.8,50.7,50.5,50.3,50.1,49.9,49.6,49.3,49.1,48.8,48.5,48.1,47.7,47.4,47,46.7,46.3,45.9,45.6,45.2,44.9,44.5,44.1,43.8,43.4,43.1,42.7,42.4,42,41.8,41.6,41.5,41.4,41.3,41.3,41.4,41.5,41.7,41.9,42.2,42.6,43,43.4,43.7,44.1,44.5,44.9,45.3,45.6,45.9,46.1,46.3,46.4,46.4,46.3,46.2,46.1,45.9,45.6,45.2,44.8,44.4,43.9,43.4,43,42.5,42,41.5,41.1,40.8,40.4,40.2,40,39.8,39.7,39.6,39.6,39.7,39.7,39.7,39.7,39.7,39.8,39.9,39.9,39.8,39.7,39.5,39.4,39.3,39.2,39,39.2,39.8,40.5,41.2,41.4,41.5,41.4,41.4,41.2,40.9,40.4,39.9,39.4,38.8,37.9,36.7,35.2,33.7,32.4,31.4,30.7,30.4,30.4,30.8,31.3,31.7,31.2,32.1,32.9,33.9,34.9,35.8,36.4,36.6,36.4,35.9,35.3,34.8,34.3,33.8,33.3,32.8,32.4,32.1,31.8,31.5,31.4,31.4,31.6,31.9,32.2,32.6,33.1,33.3,33.3,33,32.6,32,31.4,30.9,30.2,29.8,29.5,29.2,29,28.9,28.8,28.8,28.8,28.8,28.9,28.9,29,29.2,29,28.9,28.6,28.5,28.3,28.5,28.7,29,29.2,29.2,29.2,29.2,29.2,29.1,29,29,29.2,29.5,29.8,30.1,30.5,30.7,30.9,31,31,30.9,30.7,30.6,30.7,30.8,31.1,31.4,31.6,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7,31.7
